中文	翻译文本
"沛国谯县人，东汉末年著名的医学家，与董奉、张仲景并称为\""建安三神医\""。少时曾在外游学，通晓数种经书。懂得养生的方法，当时的人都认为他年将百岁可外表看上去还像青壮年。华佗因医术过人而闻名，受到了曹操的招揽，但华佗不愿成为曹操的私人医生而对其撒谎称妻子生病。但被曹操识破，下狱，并拷打致死。华佗临死前，欲将一卷医书托付给狱官，狱官害怕触犯法律不敢接受，华佗讨来火来将书烧掉了。后来曹操在爱子曹冲病死后，十分懊悔害死了华佗。"	"沛國譙縣人，東漢末年著名的醫學家，與董奉、張仲景並稱為\""建安三神醫\""。少時曾在外遊學，通曉數種經書。懂得養生的方法，當時的人都認為他年將百歲可外表看上去還像青壯年。華佗因醫術過人而聞名，受到了曹操的招攬，但華佗不願成為曹操的私人醫生而對其撒謊稱妻子生病。但被曹操識破，下獄，並拷打致死。華佗臨死前，欲將一卷醫書託付給獄官，獄官害怕觸犯法律不敢接受，華佗討來火來將書燒掉了。後來曹操在愛子曹沖病死後，十分懊悔害死了華佗。"
"颍川阳翟人。为人清雅脱俗，见识不凡，有知人论世，鉴别人才的本事，被大贤庞德公称为\""水镜\""。因常把\""好，很好\""挂在嘴边，故又被称为\""好好先生\""。\n与徐庶、庞统等荆州名士交善，刘备来到荆州后，司马徽向其推荐了诸葛亮、庞统等人。"	"潁川陽翟人。為人清雅脫俗，見識不凡，有知人論世，鑒別人才的本事，被大賢龐德公稱為\""水鏡\""。因常把\""好，很好\""掛在嘴邊，故又被稱為\""好好先生\""。\n與徐庶、龐統等荊州名士交善，劉備來到荊州後，司馬徽向其推薦了諸葛亮、龐統等人。"
武威姑臧人。先从董卓，董卓死后，其党羽李傕等人欲解散逃亡，但在贾诩的献策下转攻长安并获得了成功。李傕等人掌权后，残暴更甚董卓，贾诩仍以自己的方式制衡李傕等人，为献帝效力。后贾诩离开李傕等人，先后转投到段煨、张绣帐下。张绣曾用他的计策两次击败了曹操，官渡之战前他劝张绣归降了曹操。曹操在官渡战袁绍、潼关破西凉马超、韩遂，都用了他的奇计。曹操占荆州后想乘机顺江东下，为贾诩劝阻，说应该安抚百姓等待时机，曹操不从，结果在赤壁之战中大败而归。在曹操立继位人问题上贾诩暗助了曹丕。曹丕日后称帝封其官为太尉、魏寿亭侯。曹丕问应先灭蜀还是吴，贾诩建议应先治理好国家再动武，曹丕不听，果然征吴无功而反。贾诩认为自己非曹操旧臣，却策谋深长，所以怕曹操猜嫌，于是采取自保策略，闭门自守，不与别人私下交往，他的子女婚嫁也不攀结权贵。	武威姑臧人。先從董卓，董卓死後，其黨羽李傕等人欲解散逃亡，但在賈詡的獻策下轉攻長安並獲得了成功。李傕等人掌權後，殘暴更甚董卓，賈詡仍以自己的方式制衡李傕等人，為獻帝效力。後賈詡離開李傕等人，先後轉投到段煨、張繡帳下。張繡曾用他的計策兩次擊敗了曹操，官渡之戰前他勸張繡歸降了曹操。曹操在官渡戰袁紹、潼關破西涼馬超、韓遂，都用了他的奇計。曹操佔荊州後想乘機順江東下，為賈詡勸阻，說應該安撫百姓等待時機，曹操不從，結果在赤壁之戰中大敗而歸。在曹操立繼位人問題上賈詡暗助了曹丕。曹丕日後稱帝封其官為太尉、魏壽亭侯。曹丕問應先滅蜀還是吳，賈詡建議應先治理好國家再動武，曹丕不聽，果然征吳無功而反。賈詡認為自己非曹操舊臣，卻策謀深長，所以怕曹操猜嫌，於是採取自保策略，閉門自守，不與別人私下交往，他的子女婚嫁也不攀結權貴。
"汝南汝阳人。年少时以侠气闻名，举孝廉，除郎中，在内外都任过官职。大将军何进被中常侍张让等所杀，袁术与何进部下吴匡等诛杀宦官，有功。董卓入京，袁术为避卓之祸，出奔到南阳，占据其地。南阳户口数百万，而袁术征敛无度，百姓日子过的很辛苦。袁术的堂兄袁绍和曹操等组成同盟讨伐董卓，袁术也参与其中。同盟解散后，群雄争霸，袁术为刘表所逼，入陈留、屯封丘，被曹操打败，逃到九江，把扬州刺史陈瑀赶到下邳，自领其州，以寿春为根据地。袁术先以自己的名字和谶言\""代汉者当涂高\""相合，又知道孙坚得到传国玉玺，就以他的妻子为人质而夺得玉玺。到了献帝在曹阳败军的时候，袁术不顾部下反对，僭号仲氏，却先后败给吕布、曹操。在他的统治下，\""士卒冻馁，江淮间空尽，人民相食\""，以至众叛亲离，就将僭越的名号归于袁绍，想从下邳北上到袁绍境内，被刘备所拒。袁术就再回寿春，后在江亭愤慨呕血而死。袁术一生，恶贯满盈，后世史学家称他为\""奢淫放肆，荣不终己，自取之也\""。"	"汝南汝陽人。年少時以俠氣聞名，舉孝廉，除郎中，在內外都任過官職。大將軍何進被中常侍張讓等所殺，袁術與何進部下吳匡等誅殺宦官，有功。董卓入京，袁術為避卓之禍，出奔到南陽，佔據其地。南陽戶口數百萬，而袁術征斂無度，百姓日子過的很辛苦。袁術的堂兄袁紹和曹操等組成同盟討伐董卓，袁術也參與其中。同盟解散後，群雄爭霸，袁術為劉表所逼，入陳留、屯封丘，被曹操打敗，逃到九江，把揚州刺史陳瑀趕到下邳，自領其州，以壽春為根據地。袁術先以自己的名字和讖言\""代漢者當塗高\""相合，又知道孫堅得到傳國玉璽，就以他的妻子為人質而奪得玉璽。到了獻帝在曹陽敗軍的時候，袁術不顧部下反對，僭號仲氏，卻先後敗給呂布、曹操。在他的統治下，\""士卒凍餒，江淮間空盡，人民相食\""，以至眾叛親離，就將僭越的名號歸於袁紹，想從下邳北上到袁紹境內，被劉備所拒。袁術就再回壽春，後在江亭憤慨嘔血而死。袁術一生，惡貫滿盈，後世史學家稱他為\""奢淫放肆，榮不終己，自取之也\""。"
陇西临洮人。董卓年少时好行侠，因豪爽的举动深得各羌族部落首领的认可。其人孔武有力，善骑射，多有战功，升到了并州刺史的官位。后讨黄巾不利，被贬。但韩遂等人于凉州起事时，又被朝廷起用以镇压叛军。董卓自此拥兵自重，不听从朝廷的旨意而转让兵权，正逢京都大乱，何进被诛，董卓趁机进京，并诱使吕布害死了丁原，兼并了何进与丁原的部队，控制了中央政权。继而废汉少帝，立汉献帝，一时权倾朝野，作威作福，引来关东诸侯联盟讨伐。董卓见联军到来，放弃了洛阳，移都长安。董卓生性残虐，在长安后依旧横征暴敛，屠戮官员百姓，最后被其义子吕布与王允等人合谋所诛。	隴西臨洮人。董卓年少時好行俠，因豪爽的舉動深得各羌族部落首領的認可。其人孔武有力，善騎射，多有戰功，升到了並州刺史的官位。後討黃巾不利，被貶。但韓遂等人於涼州起事時，又被朝廷起用以鎮壓叛軍。董卓自此擁兵自重，不聽從朝廷的旨意而轉讓兵權，正逢京都大亂，何進被誅，董卓趁機進京，並誘使呂布害死了丁原，兼併了何進與丁原的部隊，控制了中央政權。繼而廢漢少帝，立漢獻帝，一時權傾朝野，作威作福，引來關東諸侯聯盟討伐。董卓見聯軍到來，放棄了洛陽，移都長安。董卓生性殘虐，在長安後依舊橫徵暴斂，屠戮官員百姓，最後被其義子呂布與王允等人合謀所誅。
"甄氏，其名不详，传为甄宓。自小不喜玩耍而好阅读，博闻强识。十多岁时，用\""匹夫有罪，怀璧为罪\""的典故劝说母亲勿趁饥荒囤积财宝，而广散于众施加恩惠。建安年间，被袁熙纳为妻子，后来袁熙被派到幽州，甄氏和袁熙的母亲刘氏住在邺。"	"甄氏，其名不詳，傳為甄宓。自小不喜玩耍而好閱讀，博聞強識。十多歲時，用\""匹夫有罪，懷璧為罪\""的典故勸說母親勿趁饑荒囤積財寶，而廣散於眾施加恩惠。建安年間，被袁熙納為妻子，後來袁熙被派到幽州，甄氏和袁熙的母親劉氏住在鄴。"
"袁绍帐下大将。与文丑一同被评为\""勇冠三军\""的勇将。建安四年，袁绍令文丑与颜良一同率精兵十万，攻向许都。次年进军黎阳，派遣颜良攻打白马。曹操挥师北救，用荀攸计策分兵渡河，引袁绍西应，自率轻兵掩袭白马，颜良仓猝迎战，被关羽于万众之中刺死。"	"袁紹帳下大將。與文醜一同被評為\""勇冠三軍\""的勇將。建安四年，袁紹令文醜與顏良一同率精兵十萬，攻向許都。次年進軍黎陽，派遣顏良攻打白馬。曹操揮師北救，用荀攸計策分兵渡河，引袁紹西應，自率輕兵掩襲白馬，顏良倉猝迎戰，被關羽於萬眾之中刺死。"
"袁绍帐下大将。与颜良一同被评为\""勇冠三军\""的勇将。建安四年，袁绍令文丑与颜良一同率精兵十万，攻向许都。五年，袁绍派遣文丑与刘备挑战曹操，曹操以辎重为诱饵，致文丑兵乱，于是大破文丑，并将其阵斩。"	"袁紹帳下大將。與顏良一同被評為\""勇冠三軍\""的勇將。建安四年，袁紹令文醜與顏良一同率精兵十萬，攻向許都。五年，袁紹派遣文醜與劉備挑戰曹操，曹操以輜重為誘餌，致文醜兵亂，於是大破文醜，並將其陣斬。"
汝南汝阳人。出身于四世三公的大氏族，汉末，阉党当权，袁绍与何进谋诛宦官，失败，何进死，西凉豪强董卓趁机进京掌权。后于渤海起兵，与天下诸侯共伐董卓，被推为盟主。群雄割据。绍占据中原，为割据势力之首。但袁绍未听部下之谏，失去挟天子以令诸侯的良机。汉帝被曹操挟至许昌，曹操自封为大将军，而封袁绍为太尉、邺侯。袁绍因曾救过曹操，耻于受曹操封为其下，认为其忘恩负义。曹操听后以大将军相让。袁绍后击破公孙瓒。与曹操征战。建安五年，袁绍兵精粮足，与曹操战。在官渡被曹操大败。自此势力衰弱。官渡之战后，建安七年，在平定河北诸郡叛乱的途中，袁绍发病而死。	汝南汝陽人。出身於四世三公的大氏族，漢末，閹党當權，袁紹與何進謀誅宦官，失敗，何進死，西涼豪強董卓趁機進京掌權。後於渤海起兵，與天下諸侯共伐董卓，被推為盟主。群雄割據。紹佔據中原，為割據勢力之首。但袁紹未聽部下之諫，失去挾天子以令諸侯的良機。漢帝被曹操挾至許昌，曹操自封為大將軍，而封袁紹為太尉、鄴侯。袁紹因曾救過曹操，恥於受曹操封為其下，認為其忘恩負義。曹操聽後以大將軍相讓。袁紹後擊破公孫瓚。與曹操征戰。建安五年，袁紹兵精糧足，與曹操戰。在官渡被曹操大敗。自此勢力衰弱。官渡之戰後，建安七年，在平定河北諸郡叛亂的途中，袁紹發病而死。
虚构人物，史无记载。\n吕布曾与董卓一婢女私通，因怕被董卓知晓而对董卓产生了反心。此婢女或为貂蝉原型。	虛構人物，史無記載。\n呂布曾與董卓一婢女私通，因怕被董卓知曉而對董卓產生了反心。此婢女或為貂蟬原型。
徐庶年少时爱好任侠击剑，曾为人报仇，而后用白土粉涂于脸上，披散着头发逃走，被官吏抓住。官吏问徐庶叫什么名字，徐庶一句话也不说，官吏于是把徐庶绑在柱子上作出准备肢解的样子，并击鼓下令周围市场里的人出来辨认，但都不敢说认识这个人。后徐庶的党羽一起来将徐庶救走。徐庶非常感激，于是不再舞枪弄棒，一改自己平时的志向去求学。后因中原战乱，客居于荆州，与诸葛亮、司马徽、庞统等人相友善。	徐庶年少時愛好任俠擊劍，曾為人報仇，而後用白土粉塗於臉上，披散著頭髮逃走，被官吏抓住。官吏問徐庶叫什麼名字，徐庶一句話也不說，官吏於是把徐庶綁在柱子上作出準備肢解的樣子，並擊鼓下令周圍市場裡的人出來辨認，但都不敢說認識這個人。後徐庶的黨羽一起來將徐庶救走。徐庶非常感激，於是不再舞槍弄棒，一改自己平時的志向去求學。後因中原戰亂，客居於荊州，與諸葛亮、司馬徽、龐統等人相友善。
"吕布帐下中郎将。为人清白有威严，不好杯中物，所统率的部队精锐非常，号称\""陷阵营\""，攻无不克。平定吕布部将郝萌的反叛。屡次进谏忠言于吕布，吕布虽知其忠而不能用。与张辽一起击败曹操麾下大将夏侯惇，又一起攻破刘备的沛城。曹操围困吕布于下邳时，与陈宫一同被叛变的侯成等人捉住，并与投降的吕布一起被曹操处死。"	"呂布帳下中郎將。為人清白有威嚴，不好杯中物，所統率的部隊精銳非常，號稱\""陷陣營\""，攻無不克。平定呂布部將郝萌的反叛。屢次進諫忠言於呂布，呂布雖知其忠而不能用。與張遼一起擊敗曹操麾下大將夏侯惇，又一起攻破劉備的沛城。曹操圍困呂布於下邳時，與陳宮一同被叛變的侯成等人捉住，並與投降的呂布一起被曹操處死。"
